,quote,classe,methode of collection,groupe,source URL
9713, إن المنافق ما هو أصعب احتمالاً على أصحابه من الصراحة.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9714, من نظر في عيوب الناس فأنكرها، ثم رضيها لنفسه، فذلك المنافق بعينه.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9715, يا أهل النفاق تلك هي أرضكم وذلك هو غرسكم، ما فعلت سوى أن طفت بها وعرضت على سبيل العينة بعض ما بها، فإنّ رأيتموه قبيحاً مشوهاً، فلا تلوموني بل لوموا أنفسكم، لوموا الأصل ولا تلوموا المرآة، أيها المنافقون هذه قصتكم، ومن كان منكم بلا نفاق فليرحمني بحجر.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9716, مثلما نملك طاقة هائلة من المرح، نملك قدرة على النفاق الاجتماعي لا مثيل لها في العالم.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9717, إذا سمعت الرجل يقول فيك من الخير ما ليس فيك فلا تأمن أن يقول فيك من الشر ما ليس فيك.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9718, المجاملة هي النفاق الصغير، هي كالجحش بالنسبة إلى الحمار.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9719, نفاق القارئ أسوأ من نفاق الحاكم.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9720, أجهل الناس من كان على السلطان مدلاً وللإخوان مذلاً.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9721, الأكاديمية في الفن شأنها كشأن النفاق والمظهرية في الدين.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9722, كل ما يوجع النفوس الحساسة في هذا العالم هو سوء التفاهم والنفاق.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9723, اجتنب مصاحبة المنافق، فإن اضطررت إليه فلا تُصَدِّقْهُ.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9724, الفرق بين المجاملة والنفاق هو الفرق بين كلامي وكلامك.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9725, إن النفاق هو زيف أخلاقي يبرهن على قيمة الأخلاق الصحيحة، مثلما تفعل النقود المزيفة ذات القيمة المؤقتة بالنسبة للنقود القانونية ذات القيمة الدائمة. ,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9726, النفاق برهان على أن كل إنسان يتوقع أو يتطلب سلوكاً أخلاقياً من جميع الناس الآخرين.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9727, يبدو أن العصر الحديث يحتاج لكمية أكبر من النفاق كي يرضى الناس وهذا شيء مؤسف.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9728, لا يعلو صوت على النفاق، هذه هي مأساتنا.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9729, إن شر النفاق ما داخلته أسباب الفضيلة، وشر المنافقين قومٌ لم يستطيعوا أن يكونوا فضلاء بالحق؛ فصاروا فضلاء بشيء جعلوه يشبه الحق.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D9%81%D8%A7%D9%82
9734,ذات صلة,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9735, حكم عن المنافقين,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9736, أقوال مأثورة عن النفاق,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9737,ماذا يفعل ذو مروءة، بين أهل الخداع في أرض النفاق.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9738,إن النفاق زيف أخلاقي، يبرهن على قيمة الأخلاق الصحيحة.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9739,تحمّل النفاق أصعب على أصحابه من الصراحة.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9740,إذا كان قانون الفيزياء يقول أن الضغط يولد الانفجار، فقانون الاجتماع يقول أن الضغط يولد النفاق الاجتماعي.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9741,النفاق هو الذي يجعل الناس سعداء، أما الحقيقة فتجعلهم يشعرون بالحزن.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9742,إن شر النفاق ما داخلته أسباب الفضيلة، وشر المنافقين قومٌ لم يستطيعوا أن يكونوا فضلاء بالحق، فصاروا فضلاء بشيء جعلوه يشبه الحق.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9743,يبدو أن العصر الحديث يحتاج لكمية أكبر من النفاق كي يرضى الناس وهذا شيء مؤسف.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9744,الطلاقة في الحديث علامة أكيدة على النفاق.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9745,المنافق الحقيقي، هو الذي لا يُدرَك خِداعُه لأنه يكذب بصدق.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9746,درهم نفاق يساوي حفنة من الطموح.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9747,الرذيلة الوحيدة التي يعطونها للفضيلة في إنجلترا هي النفاق.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9748,آية المنافق ثلاث، إذا حدث كذب، وإذا ائتمن خان، وإذا وعد أخلف.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9749,من نظر في عيوب الناس فأنكرها، ثم رضيها لنفسه، فذلك المنافق بعينه.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9750,نفاق القارئ أسوأ من نفاق الحاكم.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9751,الفرق بين المجاملة والنفاق، هو الفرق بين كلامي وكلامك.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9752,من عمل ما ليس من طبعه ولو كان صواباً تعرض لخطرين، خطر النفاق وخطر الإخفاق.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9753,لا يعلو صوت على النفاق، هذه هي مأساتنا.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9754,إنني أكره الفخر، إنني أحتقر النفاق الدنيء وأحتقر الوشايات والأقاويل والنمائم، إنني ألبس قناعاً في حفلة مقنعة.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9755,ليس النفاق انحطاطاً للفضيلة، بل هو بالأحرى في قسم كبير منها، شرطاً لها.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9756,يا عشاق الجمال تواصوا وتواصلوا، وإذا كان النفاق وقحاً فلتكن الصراحة باسلة.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9757,لا تبالغ في المجاملة حتى لا تسقط في بئر النفاق، ولا تبالغ في الصراحة حتى لا تسقط في وحل الوقاحة.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9758,الذنب الوحيد الذي لا يمكن غفرانه هو النفاق، فتوبة المنافق هي في حد ذاتها نفاق آخر.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9759,المنافق قوله جميل وفعله الداء الدخيل.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9760,المنافق الحقيقي هو الذي لا يُدرَك خِداعُه لأنه يكذب بصدق.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9761,سأل رجل صاحبه لماذا هواء الفجر نقي، فقال لأنه يخلو من أنفاس المنافقين.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9762,احذروا أهل النفاق، فإنهم الضالون المضلون الزالون المزلون قلوبهم دوية وصحافهم نقية.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9763,النفاق في الحب أكثر أنواع النفاق شيوعاً، والمنافقون باسم الحب ما أكثرهم.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9764,المنافق هو من يمتاز بحلو وعذب الكلام ليقنعك بأنه صادق وقادر على القيام بأي شيء.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9765,في مستنقع الأكاذيب لا تسبح سوى الأسماك الميتة.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9766,ولأنهم اعتنقوا الكذب ديناً يتهمون الصادقين بالإلحاد.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9767,لا يكذب المرء إلا من مهانته، أو عادة السوء، أو قلة الأدب.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9768,ودع الكذوب فلا يكن لك صاحباً، إن الكذوب لبئس خل يصحب.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9769,كل ما يوجع النفوس الحساسة في هذا العالم هو سوء التفاهم والنفاق.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9770,وما هلكت الدول ولا الممالك ولا سفكت الدماء ظلماً، ولا هتكت الأستار بغير النمائم والكذب والنفاق.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9771,ذو الوجهين منافق في العلاقات الاجتماعية، كاذب ومخادع في علاقاته ومبادئه، متلوّن في مواقفه ومشاعره.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9772,المخادع ذئب يبكي تحت أقدام الراعي.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9773,الوحدة خيرٌ لك، من أن تكون بين زحام المنافقين.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9774,بضاعة المنافقين في إخفاء كفرهم، هو الحلف الكاذب.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9775,الكذب كالرمل يبدو ناعماً عندما نتمدد عليه، وثقيلاً عندما نحمله.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9776,ما أعجبهم، وقد انتهجوا الغش والخداع والزيف طريقاً إلى القمة.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9777,إن النفاق وهو زيف أخلاقي، يبرهن على قيمة الأخلاق الصحيحة.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9778,مأساة الكذاب ليست في أن أحداً لا يصدقه، وإنما في أنه لا يصدق أحداً.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9779,الرمادي لون بائس جداً، مطابق تماماً لكمية البؤس التي تسكن أرواح المنافقين.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9780,ملزمون أن نتعامل مع المنافقين، لأن هذا هو الصنف المتوفر وبكثافة في مجتمعنا.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9781,لا تؤمن بإخلاص الأشخاص الذين يظلمونك ليحسنوا من صورتهم أمام الآخرين، احذر منهم وإلا ستلدغ من الجحر مرات ومرات.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9782,النّفاق أخ الشّرك.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9783,من عمل ما ليس من طبعه ولو كان صواباً، تعرض لخطرين، خطر النفاق وخطر الإخفاق.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9784,فساد العلماء من الغفلة، وفساد الأمراء من الظلم، وفساد الفقراء من النفاق.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9785,المنافق هو من يمتاز بحلو وعذب الكلام ليقنعك بأنه صادق، وقادر على القيام بأي شيء تطلبه منه.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9786,النفاق الاجتماعي في زماننا هو التلون في العلاقات، وعدم الوضوح في المواقف والمبادئ والأحاديث لغرض الإفساد أو الانتفاع الشخصي.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9787,النّفاق من أثافي الذّل.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9788,النفاق في الحب أكثر أنواع النفاق شيوعاً، والمنافقون باسم الحب كثيرون.,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
