quote,classe,methode of collection,groupe,source URL
 هناك نوعان من الجبناء، نوع يعيش مع نفسه ويخاف من مواجهة الناس، ونوع يعيش مع الناس ويخاف من مواجهة نفسه، روسكو سنودين.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 يموت الجبناء مرارًا، ويموت الشجعان مرة، يوليوس قيصر.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 إن الجبان يموت آلاف المرات، ولكن الشجاع لا يذوق الموت إلّا مرّة واحدة.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 الجبان يهدد إذا شعر بالأمان، وهان فولفغانغ فون غوته.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 الخجول يخاف قبل وقوع الخطر، والجبان وقت وقوعه، أمّا الشجاع فبعد وقوعه، جون بول فريدريك ريختر.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 حين يبكي الشجاع يضحك الجبان، علي بن أبي طالب - رضي الله عنه -.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 كل فكرة رائعة هي كذبة رائعة ابتكرها إنسان موهوب، وصدقها ملايين الحمقى، محمد الرطيان.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 قد يجد الجبان 36 حلًا لمشكلته، ولكن لا يعجبه سوى حل واحد منها، وهو الفرار، أدولف هتلر.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 قد يحارب الجبان إذا لم يستطع الفرار، وليم شكسبير.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 نعيش في عالم خطير، فالإنسان حكم الطبيعة قبل أن يتعلم كيف يحكم نفسه، ألبرت شفايتزر.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 يخاف الجبان أن يأخذ قرارًاً في حياته مهما كان حجمه.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 يتدفق نور الحب من أرواحنا، لكن غالبًا ما يحجبه خوفنا من إظهاره.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 ومفارقة الحب أنه يضمن درجة من الغضب والخوف والنقد.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 يتسم تاريخ الوعي البشري بالمعركة بين الإدراك القديم، وطرق الخوف، والإدراك الجديد، وطرق الحب.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 يجب أن نخاف الله بدافع الحب لا أن نحبه خوفًا.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 يصل الخوف من الحب أحيانًا إلى عمق الذعر، يشبه أحيانًا الخوف من الموت.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 هناك ستة أسباب تجعل الإنسان يفعل أيّ شيء: الحب، والإيمان، والجشع، والملل، والخوف، والانتقام.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 يعرف محارب النور أن بعض المعارك المستحيلة تستحق القتال، ولذا فهو لا يخاف من الشعور بخيبة أمل، ومعرفة قوة حبه.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 نخشى الشغف، ونضحك على الكثير من الحب، ومن يحب كثيرًا، وما زلنا نشعر بشوق.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 الحذر ليس بجبن، كما أن التهور ليس بشجاعة.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 في كل إنسان هناك ضعف وقوة، شجاعة وجبن، صمود واستسلام، نقاء وقذارة، فالمخلص يقاوم، والغادر يخون، والضعيف يتهاوى تحت اليأس، والبطل يقاتل.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 أهم شيء هو ألّا تخاف، فعدوّك الذي يجبرك على التراجع يخافك في تلك اللحظة ذاتها.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 للتعامل مع الخوف، عليك بثلاثة: انظر إليه على أنه أمر واقع، عالج أسبابه؛ لأن للخوف أسبابًا، ثمّ حاول أن تحوله إلى غضب.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 لقد ابتكرت طريقة عجيبة للتعامل مع الخوف، فحتى لو لم أكن شجاعًا، فإنّ تعرضي للخطر باستمرار جعلني اعتاد عليه حتى زال الخوف من تفكيري نهائيًّا.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 لقد اكتشفت أن هناك طريقة واحدة لمعالجة الخوف وهي أن تخرج وتخيف نفسك.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 كثيراً ما يتملكنا شعور بالخوف من أشياء أو مواقف معينة، فلا يمكن إزالة هذا الخوف إلا بالخوف من الله سبحانه والاتّكال عليه.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 لا داعي للخوف من صوت الرصاص، فالرصاصة التي تقتلك لن تسمع صوتها.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 ليس باستطاعتنا أن نكتشف محيطات جديدة ما لم تكن لدينا الشجاعة بأن نخسر منظر الشاطئ.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 الجبناء يهربون من الخطر، والخطر يهرب من الشجعان.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 تتضاعف الشجاعة بالجرأة، ويزداد الخوف بالتردد.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 من بين أسوأ الكاذبين في هذا العالم، هي تلك المخاوف المتعمقة من المجهول.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 أنا لا أخاف الغد حيث أني رأيت الأمس وتعلمت حُب اليوم.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 هناك شيء وحيد فقط يجب علينا أن نخشاه، وهو الخوف نفسه.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 الجبن هو ذلك الإبرة التي تخترق أجسامنا وأحلامنا، لأنها تحمل خيوطًا كي تربطنا بالضياع، إلا أنّه يجب علينا تجاوزه.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 إذا أردت تحقيق ما تريده، فعليك الذهاب للجهة الأخرى من الخوف وتجاهل الجبن في داخلك.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 يُمكنكم أن تحققوا كلّ ما ترغبون فيه، إذا تجاوزتم مخاوفكم، وحدثتم أنفسكم بقدرتها على ذلك.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 البعض من شدة الجبن والخوف يقعون في الذل.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 الجبن هو سفينة تسير بالإنسان دون هدى، فيصبح خائفًا من الأمواج وخائفًا من البحر، ومن السماء أن ترسل أمطارًا، ويخاف أيضًا من نفسه إن لم يجد ما يخافه، فلتكونوا على وعي في تجاوزه.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 لا يرجع الألم الذي تشعر به إلى الحدث نفسه، بل يرجع إلى تقديرك المبالغ فيه للأمور، والآن عليك التحلي بالتقدير الطبيعي للأمر ومواجهة هذا الخوف وتجاوز الجبن، والتصرّف بما هو صحيح.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 ما يجعل الإنسان يمتلك الهدوء في المواقف التي تحتم عليه الشعور بالخوف، وتُلقي في نفسه الجبن من التعامل معها، هو اقتناعه بأن هذه ليست أسوأ الأحداث وأن الحياة لن تنتهي عند هذا الحدث.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
 الجبان دومًا متردد، يقف مكانه لينتظر مساعدة الآخرين، على الرغم من أنه الوحيد القادر على مساعدة نفسه، لكن خوفه من الفشل والجبن الذي تنامى بداخله كان العائق أمام المحاولة.,الجبنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1
١ حكم عن الكلام,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
٢ أقوال الحكماء عن الكلام,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
٣ حكم عن اللسان,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
٤ حكم عن الصمت,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
ذات صلة,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
 أقوال وحكم عن كلام الناس,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
 حكم عن قلة الكلام,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
كثير المعرفة قليل الكلام، وكثير الكلام قليل المعرفة.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
الكلمات دون أفكار قلما ترتفع إلى فوق. ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
إذا تكلمت بالكلمة ملكتني وإن لم أتكلم بها ملكتها. ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
خير العلم ما نفع وخير القول ما اتبع. ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
احرص على ما ينفعك ودع كلام الناس.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
خير المقال ما صدقته الفعال.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
كلمة تفيد خير من ألف كلمة لا تفيد.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
إذا الكلام من فضة فالسكوت من ذهب. ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
الكلام كالدواء إن أقللت منه نفع، وإن أكثرت منه صدع. ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
الكلام الحسن درع. ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
ضربة الكلمة أقوى من ضربة السيف.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
رب كلام أقطع من حسام. ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
إنّ الذي يعرف كيف يتكلم، يعرف أيضاً متى يجب أن يتكلم.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
من لانت كلمته وجبت محبته. ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
ليست الثرثرة عيباً، إنّها مرض. ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
أكثر الناس كذباً من يَكثِرُ الكلام عن نفسه.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
عليكم بذكر الله تعالى فإنّه دواء وإيّاكم وذكر الناس فإنّه داء.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
حياة يقودها عقلك، أفضل بكثير من حياة يقودها كلام الناس.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
قلوب الحمقى في أفواههم وأفواه الحكماء في قلوبهم. ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
من تكلم بما لا يعنيه سمع ما لا يرضيه.    ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
التكلم بغير تفكير كالرماية بلا تصويب. ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
قطة كثيرة المواء قطة لا تلتقط الفئران.  ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
الذكي من تكلم ببطء وفكر بسرعة.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
كثرة الكلام عن العسل لا تجلب الحلاوة إلى الفم.  ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
من ضاق صدره اتسع لسانه، ومن كثر كلامه كثر سقطه، ومن ساء خلقه قل صديقه. ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
الحكيم من يتحفك بمعانٍ كثيرة في ألفاظ قليلة، والثرثار من يضجرك بمعانٍ قليلة في ألفاظ كثيرة.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
اللسان ليس له عظام لكنه يقتل.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
اللسان رصاص قاتل.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
اللسان سلاح ذو حدين.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
خلق الله للإنسان لساناً واحداً وأذنين لكي يسمع أكثر مما يتكلم.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
من الخير أن تزل قدم الإنسان بدلاً من لسانه.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
إن لم تملك لسانك تندم.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
رأس الحكمة عقل اللسان.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
في اللسان يختبئ تنين لا يسفح الدم ولكنه مع ذلك يقتل.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
أعطوني لسان خطيب واحد وخذوا مني ألف مقاتل. ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
مقتل الرجل بين فكيه.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
سلامة الإنسان من حفظ اللسان.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
حذاري أن يسبق لسانك تفكيرك.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
للسيف حدان، وللسان مئة حد. ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
لا شيء أطيب من اللسان إذا طاب، ولا أخبث منه إذا خبث. ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
احذر لسانك أيّها الإنسانُ، لا يلدغنّك إنّه ثعبانُ.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
اللسان سبع ضار، وثعبان ينهش، ونار تلتهب.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
في اللسان أكثر من عشرة أمراض إذا لم يُتحكّم فيه.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
يعرف الصديق من العدو بسقطات اللسان ولحظات العيون. ,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
رب كلمة جرى بها اللسان هلك بها الإنسان.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
الحقيقة تظهر مع زلات اللسان.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
إذا عجز القلب عن احتواء الصدق عجز اللسان عن قول الحق.,الثرثرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
