,quote,classe,methode of collection,groupe,source URL
7412,٤ حكم عن غدر وخداع المحبين,الخداعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%AF%D8%B1_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
7413,٥ أشعار عن الغدر والخيانة,الخداعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%AF%D8%B1_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
7430,خلال الكبرياء نحن نقع في خداع أنفسنا، لكن بالتعمق تحت سطح الضمير​، فإن صوتاً صغيراً هادئاً يقول لنا شيء ما غير صحيح.,الخداعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%AF%D8%B1_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
7470,١ أقوال عن الخداع في الحب,الخداعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
7471,٢ أقوال عن الخداع للنفس,الخداعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
7472,٣ أقوال عن الخداع في التعامل مع الآخرين,الخداعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
7473,٤ أقوال عن الخداع في الحياة,الخداعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
7547, معنى آية «ولا تناجشوا» (أي لا تزيد في ثمن السلعة غشًا وخداعًا).,الخداعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
7550,١ عبارات عن الخبث,الخبثُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%A8%D8%AB
7551,٢ أقوال عن الكذب والخبث,الخبثُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%A8%D8%AB
7552,٣ كلمات عن الخداع,الخبثُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%A8%D8%AB
7553,٤ أقوال الفلاسفة عن الخداع,الخبثُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%A8%D8%AB
7554,٥ حكم عن الكذب,الخبثُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%A8%D8%AB
7558, القلوب الطيبة مظلومة، لأنها لا تعرف الخبث وأول من تتلقى الضربة من الخبثاء. - تشارلي تشابلن...,الخبثُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%A8%D8%AB
7560, لا أحد يخدعنا، إنما نحن نخدع أنفسنا. - غوته. ,الخبثُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%A8%D8%AB
7561, غالبا ما ينقلب الخداع على صاحبه. - لافونتين. ,الخبثُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%A8%D8%AB
7571, ليس غباء من الفتاة إذا صدقت كذبتك … فالغباء فعلًا: شعورك بــ(الرجولة) وأنت تكذب عليها.,الخبثُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%A8%D8%AB
7584, في زمن الخِداع يكونُ قول الحقيقة عَملاً ثورياً. – جورج أورويل,الخبثُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%A8%D8%AB
7585, أسوأ أنواع الخداع، خداع النفس. – أرسطو,الخبثُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%A8%D8%AB
7586, ما أفظع الخداع، إنه أنكر من القتل. – نجيب محفوظ,الخبثُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%A8%D8%AB
7587, جميع الأمور المتعلقة بالحرب تعتمد على الخداع (الحرب خدعة). – سون وو,الخبثُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%A8%D8%AB
7588, إن قوانين الطبيعة قائمة على الحق والعدل، أما قوانين الإنسان فقائمة على الخداع والظلم. – سوفوكليس,الخبثُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%A8%D8%AB
7592,١ كلمات عن الحقد,الحقدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%82%D8%AF_%D9%88%D8%A7%D9%84%D8%BA%D9%8A%D8%B1%D8%A9
7593,٢ كلمات عن الحقد والكراهية,الحقدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%82%D8%AF_%D9%88%D8%A7%D9%84%D8%BA%D9%8A%D8%B1%D8%A9
7594,٣ مما قيل في الحقد,الحقدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%82%D8%AF_%D9%88%D8%A7%D9%84%D8%BA%D9%8A%D8%B1%D8%A9
7595,٤ كلمات عن الغيرة والضغينة,الحقدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%82%D8%AF_%D9%88%D8%A7%D9%84%D8%BA%D9%8A%D8%B1%D8%A9
7596,٥ قصيدة عن الحقد لابن الرومي,الحقدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%82%D8%AF_%D9%88%D8%A7%D9%84%D8%BA%D9%8A%D8%B1%D8%A9
7647,١ أجمل الكلام عن الحقد,الحقدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%82%D8%AF_%D9%88%D8%A7%D9%84%D8%AD%D8%B3%D8%AF
7648,٢ عبارات قوية عن الحقد والكراهية,الحقدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%82%D8%AF_%D9%88%D8%A7%D9%84%D8%AD%D8%B3%D8%AF
7649,٣ كلام حزين عن الحسد,الحقدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%82%D8%AF_%D9%88%D8%A7%D9%84%D8%AD%D8%B3%D8%AF
7650,٤ قصيدة الشاعر عنترة بن شداد,الحقدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%82%D8%AF_%D9%88%D8%A7%D9%84%D8%AD%D8%B3%D8%AF
7701,١ حكم عن الحسد,الحسدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D8%B3%D8%AF
7702,٢ حكم عن الحسد والبغض,الحسدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D8%B3%D8%AF
7703,٣ حكم عن الحسد والغيرة,الحسدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D8%B3%D8%AF
7704,٤ أبيات شعرية عن الحسد,الحسدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D8%B3%D8%AF
7756,١ أقوال مشهورة عن الحسد,الحسدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D8%B3%D8%AF
7757,٢ حكم وأقوال عن الحسد والحقد,الحسدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D8%B3%D8%AF
7758,٣ كلام عن الحسد والكراهية,الحسدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D8%B3%D8%AF
7759,٤ أبيات شعر وخواطر عن الحسد والحقد,الحسدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D8%B3%D8%AF
7919, وليس من سبيل إلى تحرر الإنسان من أسر العبودية والذل إلا سبيل العبودية الصادقة لله -عز وجل-.,الذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%B0%D9%84
7934, اعلم أن الزمان لا يثبت على حال كما قال -عز وجل-: (وتلك الأيام نداولها بين الناس)، فتارة فقر وتارة غنى، وتارة عز وتارة ذل، وتارة يفرح الموالي وتارة يشمت الأعادي.. والعاقل من لازم أصلاً على كل حال: وهو تقوى الله، والمنكر من عزته لذة حصلت مع عدم التقوى، فإنها ستزول وتخليه خاسراً.,الذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%B0%D9%84
7948,١ أقوال عن الذل,الذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B0%D9%84
7949,٢ أقوال عن الإباء,الذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B0%D9%84
7950,"٣ شعر عن الذل
٣.١ من شعر عنترة بن شداد
٣.٢ من شعر منال درويش
٣.٣ من شعر أبي طالب
٣.٤ من شعر عبد الرحمن العشماوي
٣.٥ من شعر أحمد شوقي
٣.٦ من شعر أبي الأخطل
",الذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B0%D9%84
7951,٣.١ من شعر عنترة بن شداد,الذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B0%D9%84
7952,٣.٢ من شعر منال درويش,الذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B0%D9%84
7953,٣.٣ من شعر أبي طالب,الذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B0%D9%84
7954,٣.٤ من شعر عبد الرحمن العشماوي,الذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B0%D9%84
7955,٣.٥ من شعر أحمد شوقي,الذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B0%D9%84
7956,٣.٦ من شعر أبي الأخطل,الذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B0%D9%84
7965,والناس سواسية -في الذل- كأسنان المشط.,الذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B0%D9%84
8103,١ أحلى حكم عن الوعد,خلف الوعدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D8%B9%D8%AF
8104,٢ حكم جميلة عن الوفاء,خلف الوعدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D8%B9%D8%AF
8105,٣ حكم مؤثرة عن خيانة الوعود,خلف الوعدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D8%B9%D8%AF
8106,٤ قصائد جميلة عن الوعد,خلف الوعدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D8%B9%D8%AF
8144,١ مفهوم إخلاف الوعد,خلف الوعدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D8%A7%D9%85_%D8%B9%D9%86_%D8%A5%D8%AE%D9%84%D8%A7%D9%81_%D8%A7%D9%84%D9%88%D8%B9%D8%AF
8145,٢ كلام عن إخلاف الوعد,خلف الوعدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D8%A7%D9%85_%D8%B9%D9%86_%D8%A5%D8%AE%D9%84%D8%A7%D9%81_%D8%A7%D9%84%D9%88%D8%B9%D8%AF
8146,٣ شعر عن إخلاف الوعد,خلف الوعدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D8%A7%D9%85_%D8%B9%D9%86_%D8%A5%D8%AE%D9%84%D8%A7%D9%81_%D8%A7%D9%84%D9%88%D8%B9%D8%AF
8147,٤ المراجع,خلف الوعدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D8%A7%D9%85_%D8%B9%D9%86_%D8%A5%D8%AE%D9%84%D8%A7%D9%81_%D8%A7%D9%84%D9%88%D8%B9%D8%AF
8163,"↑ ""4 Reasons You Keep Breaking Your Promises (Without Meaning To)"", yourtango, Retrieved 23/3/2022. Edited.
",خلف الوعدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D8%A7%D9%85_%D8%B9%D9%86_%D8%A5%D8%AE%D9%84%D8%A7%D9%81_%D8%A7%D9%84%D9%88%D8%B9%D8%AF
8164,"↑ ""80 BROKEN PROMISES QUOTES FOR FAKE RELATIONSHIPS"", therandomvibez, Retrieved 23/3/2022. Edited.
",خلف الوعدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D8%A7%D9%85_%D8%B9%D9%86_%D8%A5%D8%AE%D9%84%D8%A7%D9%81_%D8%A7%D9%84%D9%88%D8%B9%D8%AF
8165,١ الخذلان,الخِذلانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%B0%D9%84%D8%A7%D9%86
8166,٢ أقوال عن الخذلان,الخِذلانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%B0%D9%84%D8%A7%D9%86
8167,"٣ شعر عن الخذلان
٣.١ قصيدة الخذلان
٣.٢ قصيدة جوائز الخذلان
٣.٣ قصيدة البكاء
",الخِذلانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%B0%D9%84%D8%A7%D9%86
8168,٣.١ قصيدة الخذلان,الخِذلانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%B0%D9%84%D8%A7%D9%86
8169,٣.٢ قصيدة جوائز الخذلان,الخِذلانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%B0%D9%84%D8%A7%D9%86
8170,٣.٣ قصيدة البكاء,الخِذلانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%B0%D9%84%D8%A7%D9%86
8171,٤ خواطر عن الخذلان,الخِذلانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%B0%D9%84%D8%A7%D9%86
8172,٥ أقوال عن خيبة الأمل,الخِذلانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%B0%D9%84%D8%A7%D9%86
8203,١ عبارات عن الخذلان من أقرب الناس,الخِذلانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%AE%D8%B0%D9%84%D8%A7%D9%86_%D8%A3%D9%82%D8%B1%D8%A8_%D8%A7%D9%84%D9%86%D8%A7%D8%B3
8204,٢ كلام عن الخذلان,الخِذلانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%AE%D8%B0%D9%84%D8%A7%D9%86_%D8%A3%D9%82%D8%B1%D8%A8_%D8%A7%D9%84%D9%86%D8%A7%D8%B3
8205,٣ عبارات قصيرة عن الخذلان,الخِذلانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%AE%D8%B0%D9%84%D8%A7%D9%86_%D8%A3%D9%82%D8%B1%D8%A8_%D8%A7%D9%84%D9%86%D8%A7%D8%B3
8206,٤ عبارات للخذلان معبرة وحزينة,الخِذلانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%AE%D8%B0%D9%84%D8%A7%D9%86_%D8%A3%D9%82%D8%B1%D8%A8_%D8%A7%D9%84%D9%86%D8%A7%D8%B3
8270,١ أقوال عن الجار,سوء الجوارُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A7%D8%B1
8271,٢ أقوال المشاهير عن الجار والجيران,سوء الجوارُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A7%D8%B1
8272,٣ حكم عن حقوق الجار,سوء الجوارُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A7%D8%B1
8273,"٤ قصائد عن الجار
٤.١ قصيدة موت الجار
٤.٢ قصيدة أَقول لِجارَتي وَالدَّمعُ جارٍ
٤.٣ قصيدة بكى الغريبُ بفقدِ الدارِ والجارِ
",سوء الجوارُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A7%D8%B1
8274,٤.١ قصيدة موت الجار,سوء الجوارُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A7%D8%B1
8275,٤.٢ قصيدة أَقول لِجارَتي وَالدَّمعُ جارٍ,سوء الجوارُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A7%D8%B1
8276,٤.٣ قصيدة بكى الغريبُ بفقدِ الدارِ والجارِ,سوء الجوارُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%AC%D8%A7%D8%B1
8308,١ السفهاء,السفهُ والحُمقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B3%D9%81%D9%87%D8%A7%D8%A1
8309,٢ عبارات عن السفهاء,السفهُ والحُمقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B3%D9%81%D9%87%D8%A7%D8%A1
8310,٣ كلمات عن السفهاء,السفهُ والحُمقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B3%D9%81%D9%87%D8%A7%D8%A1
8311,٤ أجمل ما قال الإمام الشافعي عن السفهاء,السفهُ والحُمقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B3%D9%81%D9%87%D8%A7%D8%A1
8312,٥ أعرض عن الجاهل السفيه,السفهُ والحُمقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B3%D9%81%D9%87%D8%A7%D8%A1
8445,١ الظلم والاستبداد,الظلمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B8%D9%84%D9%85_%D9%88%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A8%D8%AF%D8%A7%D8%AF
8446,٢ أقوال عن الظلم والاستبداد,الظلمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B8%D9%84%D9%85_%D9%88%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A8%D8%AF%D8%A7%D8%AF
8447,٣ حكم عن الظلم والاستبداد,الظلمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B8%D9%84%D9%85_%D9%88%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A8%D8%AF%D8%A7%D8%AF
8448,٤ خواطر عن الظلم والاستبداد,الظلمُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B8%D9%84%D9%85_%D9%88%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A8%D8%AF%D8%A7%D8%AF
8469,١ أقوال عن الطمع وعواقبه,الطمعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B7%D9%85%D8%B9
8470,٢ حكم عن الطمع والقناعة,الطمعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B7%D9%85%D8%B9
8471,٣ حكم عن الطمع والجشع,الطمعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B7%D9%85%D8%B9
8472,٤ أبيات شعرية عن الطمع,الطمعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B7%D9%85%D8%B9
8584,١ أقوال وحكم في سوء الظن,سوء الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%B8%D9%86
